background_start_x_ut,background_end_x_ut,background_reference_x_ut,background_start_y_ut,background_end_y_ut,background_reference_y_ut,background_start_z_ut,background_end_z_ut,background_reference_z_ut,background_drift_ut
26.243900,26.931223,26.587561,3.468431,3.613946,3.541189,-57.260684,-55.146282,-56.203483,2.228067
